cik,name,sic,sic_description,state,n_10k,n_8k,n_total_filings,tier,ticker,disrupted
0000719413,HECLA MINING CO/DE/,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),DE,15,243,1003,2,HL,0
0001552033,TransUnion,7320,"Services-Consumer Credit Reporting, Collection Agencies",DE,9,119,1002,2,TRU,0
0001660134,"Okta, Inc.",7372,Services-Prepackaged Software,DE,8,72,970,2,OKTA,0
0000929008,WESCO INTERNATIONAL INC,5063,"Wholesale-Electrical Apparatus & Equipment, Wiring Supplies ",,10,117,1004,3,WCC,0
0001347557,Pacific Airport Group,4581,"Airports, Flying Fields & Airport Terminal Services",O5,0,0,846,2,PAC,0
0000215466,"Coeur Mining, Inc.",1040,Gold and Silver Ores,DE,13,202,1001,2,CDE,0
0000898174,REINSURANCE GROUP OF AMERICA INC,6311,Life Insurance,MO,14,174,1002,2,RGA,0
0001481045,Daiwa Securities Group Inc.,8880,American Depositary Receipts,M0,0,0,87,2,DSEEY,0
0001159152,James Hardie Industries plc,3272,"Concrete Products, Except Block & Brick",,0,0,1001,1,JHX,0
0002029472,Puig Brands S.A./ADR,0,,U3,0,0,2,2,PUGBY,0
0002074176,"Viper Energy, Inc.",1311,Crude Petroleum & Natural Gas,DE,0,5,43,2,VNOM,0
0000038777,FRANKLIN RESOURCES INC,6282,Investment Advice,DE,6,54,1009,2,BEN,0
0001070423,PLAINS ALL AMERICAN PIPELINE LP,4610,Pipe Lines (No Natural Gas),DE,15,268,1002,2,PAA,0
0001095073,"EVEREST GROUP, LTD.",6331,"Fire, Marine & Casualty Insurance",D0,14,178,1000,2,EG,0
0000922621,ERIE INDEMNITY CO,6411,"Insurance Agents, Brokers & Service",PA,6,45,1000,2,ERIE,0
0000082811,REGAL REXNORD CORP,3569,"General Industrial Machinery & Equipment, NEC",WI,12,122,1002,1,RRX,0
0000928876,TOWER SEMICONDUCTOR LTD,3674,Semiconductors & Related Devices,L3,0,0,1001,2,TSEM,0
0000074208,"UDR, Inc.",6798,Real Estate Investment Trusts,MD,13,199,1009,2,UDR,0
0001901440,UL Solutions Inc.,8734,Services-Testing Laboratories,DE,2,16,410,2,ULS,0
0000849399,Gen Digital Inc.,7372,Services-Prepackaged Software,DE,12,172,1001,2,GEN,0
0001743881,"BridgeBio Pharma, Inc.",2834,Pharmaceutical Preparations,DE,6,93,740,1,BBIO,0
0000888491,OMEGA HEALTHCARE INVESTORS INC,6798,Real Estate Investment Trusts,MD,12,153,1001,2,OHI,0
0000046080,"HASBRO, INC.",3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",RI,9,96,1000,2,HAS,0
0000910606,REGENCY CENTERS CORP,6798,Real Estate Investment Trusts,FL,10,149,1002,2,REG,0
0001070750,"HOST HOTELS & RESORTS, INC.",6798,Real Estate Investment Trusts,MD,10,118,1000,2,HST,0
0000764478,BEST BUY CO INC,5731,"Retail-Radio, Tv & Consumer Electronics Stores",MN,9,91,1004,4,BBY,0
0001333141,Fresenius Medical Care AG,8090,"Services-Misc Health & Allied Services, NEC",,0,0,579,2,FMS,0
0001579241,Allegion plc,7381,"Services-Detective, Guard & Armored Car Services",L2,10,85,1009,2,ALLE,0
0001878848,IREN Ltd,6199,Finance Services,C3,1,17,287,2,IREN,0
0001576280,"Guardant Health, Inc.",8071,Services-Medical Laboratories,DE,8,93,1014,2,GH,0
0001287750,ARES CAPITAL CORP,0,,MD,14,224,1000,2,ARCC,0
0000093556,"STANLEY BLACK & DECKER, INC.",3420,"Cutlery, Handtools & General Hardware",CT,6,92,1000,1,SWK,0
0001792580,Ovintiv Inc.,1311,Crude Petroleum & Natural Gas,DE,7,111,800,2,OVV,0
0001612042,Ascendis Pharma A/S,2834,Pharmaceutical Preparations,G7,0,0,703,1,ASND,0
0001097149,ALIGN TECHNOLOGY INC,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",DE,13,143,1001,2,ALGN,0
0000014693,BROWN FORMAN CORP,2080,Beverages,DE,11,114,1001,1,BF-A,0
0000860731,TYLER TECHNOLOGIES INC,7372,Services-Prepackaged Software,DE,11,73,1001,2,TYL,0
0001842022,"DT Midstream, Inc.",4922,Natural Gas Transmission,DE,5,61,298,2,DTM,0
0001564708,NEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing,DE,3,737,1000,1,NWSA,0
0001090425,LAMAR ADVERTISING CO/NEW,6798,Real Estate Investment Trusts,DE,19,258,1012,2,LAMR,0
0000048465,HORMEL FOODS CORP /DE/,2011,Meat Packing Plants,DE,10,98,1000,1,HRL,0
0000909327,Suzano S.A.,2621,Paper Mills,,0,0,675,1,SUZ,0
0000895417,EQUITY LIFESTYLE PROPERTIES INC,6798,Real Estate Investment Trusts,MD,13,187,1005,2,ELS,0
0001109345,NOVA LTD.,3827,Optical Instruments & Lenses,,0,0,896,2,NVMI,0
0001474735,GENERAC HOLDINGS INC.,3621,Motors & Generators,DE,13,102,1000,2,GNRC,0
0001321732,Penumbra Inc,3841,Surgical & Medical Instruments & Apparatus,DE,10,84,920,2,PEN,0
0001061894,Gildan Activewear Inc.,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,Z4,0,0,504,1,GIL,0
0000021175,CNA FINANCIAL CORP,6331,"Fire, Marine & Casualty Insurance",DE,23,225,1000,2,CNA,0
0001428439,"ROKU, INC",4841,Cable & Other Pay Television Services,DE,9,81,1000,2,ROKU,0
0000874015,IONIS PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,CA,6,96,1002,1,IONS,0
0000855658,LATTICE SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices,DE,7,56,1001,2,LSCC,0
0001368622,AeroVironment Inc,3721,Aircraft,DE,14,166,1000,2,AVAV,0
0001562401,American Homes 4 Rent,6798,Real Estate Investment Trusts,MD,12,172,1000,2,AMH,0
0001604028,"ADVANCED DRAINAGE SYSTEMS, INC.",3086,Plastics Foam Products,DE,11,159,966,1,WMS,0
0000913144,RENAISSANCERE HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance",D0,12,173,1001,2,RNR,0
0001575965,"Gaming & Leisure Properties, Inc.",6798,Real Estate Investment Trusts,PA,13,158,921,2,GLPI,0
0001404655,HUBSPOT INC,7372,Services-Prepackaged Software,NY,9,64,1001,2,HUBS,0
0000908255,BORGWARNER INC,3714,Motor Vehicle Parts & Accessories,DE,11,150,1000,2,BWA,0
0001658566,Permian Resources Corp,1311,Crude Petroleum & Natural Gas,DE,9,155,928,2,PR,0
0001219601,"CROWN HOLDINGS, INC.",3411,Metal Cans,PA,9,101,1001,1,CCK,0
0001032975,LOGITECH INTERNATIONAL S.A.,3577,"Computer Peripheral Equipment, NEC",,16,141,1001,1,LOGI,0
0001837429,Brookfield Wealth Solutions Ltd.,6399,"Insurance Carriers, NEC",D0,0,0,180,2,BNT,0
0001801729,"Nitori Holdings Co., Ltd.",0,,,0,0,8,2,NCLTY,0
0001355444,EMBRAER S.A.,3721,Aircraft,,0,0,988,2,EMBJ,0
0001333986,"Equitable Holdings, Inc.",6411,"Insurance Agents, Brokers & Service",DE,7,99,1002,2,EQH,0
0001531152,"BJ's Wholesale Club Holdings, Inc.",5331,Retail-Variety Stores,DE,7,59,790,4,BJ,0
0001177394,TD SYNNEX CORP,5045,Wholesale-Computers & Peripheral Equipment & Software,DE,7,100,1003,3,SNX,0
0001286681,DOMINOS PIZZA INC,5140,Wholesale-Groceries & Related Products,DE,12,153,1001,3,DPZ,0
0001964738,Solventum Corp,3841,Surgical & Medical Instruments & Apparatus,DE,1,23,192,2,SOLV,0
0000089439,MUELLER INDUSTRIES INC,3350,Rolling Drawing & Extruding of  Nonferrous Metals,DE,14,173,1003,1,MLI,0
0000040729,Ally Financial Inc.,6022,State Commercial Banks,DE,6,86,1002,2,ALLY,0
0001049724,DEUTSCHE LUFTHANSA A G                                  /FI,0,,,0,0,81,2,DLAKY,0
0000914475,NEUROCRINE BIOSCIENCES INC,2836,"Biological Products, (No Diagnostic Substances)",DE,10,109,1000,1,NBIX,0
0002064953,Solstice Advanced Materials Inc.,2800,Chemicals & Allied Products,DE,1,5,57,1,SOLS,0
0001360901,Evercore Inc.,6282,Investment Advice,DE,14,102,1000,2,EVR,0
0000877212,ZEBRA TECHNOLOGIES CORP,3560,General Industrial Machinery & Equipment,,12,103,1002,1,ZBRA,0
0001262823,WESTLAKE CORP,2860,Industrial Organic Chemicals,DE,12,147,1002,1,WLK,0
0001723690,Bilibili Inc.,7374,Services-Computer Processing & Data Preparation,E9,0,0,306,2,BILI,0
0001316835,"Builders FirstSource, Inc.",5211,Retail-Lumber & Other Building Materials Dealers,DE,11,138,1004,4,BLDR,0
0001668397,"Medpace Holdings, Inc.",8731,Services-Commercial Physical & Biological Research,DE,10,85,850,2,MEDP,0
0000874238,"STERLING INFRASTRUCTURE, INC.",1600,Heavy Construction Other Than Bldg Const - Contractors,DE,18,204,1000,2,STRL,0
0000016058,CACI INTERNATIONAL INC /DE/,7373,Services-Computer Integrated Systems Design,DE,9,104,1001,2,CACI,0
0001203464,IAMGOLD CORP,1040,Gold and Silver Ores,A6,0,0,1000,2,IAG,0
0001023514,HARMONY GOLD MINING CO LTD,1040,Gold and Silver Ores,,0,0,1001,2,HMY,0
0001423689,AGNC Investment Corp.,6798,Real Estate Investment Trusts,,18,173,1001,2,AGNC,0
0001609711,GoDaddy Inc.,7373,Services-Computer Integrated Systems Design,DE,8,98,1001,2,GDDY,0
0000029644,DONALDSON Co INC,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip,DE,10,83,1000,1,DCI,0
0001671933,"Trade Desk, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",NV,8,77,1000,2,TTD,0
0001440130,United Utilities Group plc,0,,X0,0,0,8,2,UUGRY,0
0001736541,NIO Inc.,3711,Motor Vehicles & Passenger Car Bodies,E9,0,0,375,2,NIO,0
0001289460,"Texas Roadhouse, Inc.",5812,Retail-Eating  Places,DE,16,162,1001,2,TXRH,0
0000067215,DYCOM INDUSTRIES INC,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction",FL,12,239,1000,2,DY,0
0000036966,FIRST HORIZON CORP,6021,National Commercial Banks,TN,8,131,1000,2,FHN,0
0001739104,Elanco Animal Health Inc,2834,Pharmaceutical Preparations,,8,113,913,1,ELAN,0
0000071691,NEW YORK TIMES CO,2711,Newspapers: Publishing or  Publishing & Printing,NY,9,84,1011,1,NYT,0
0001826168,TIM S.A.,4813,Telephone Communications (No Radiotelephone),D5,0,0,504,2,TIMB,0
0001756607,Equinox Gold Corp.,1040,Gold and Silver Ores,A1,0,0,350,2,EQX,0
0000720672,STIFEL FINANCIAL CORP,6211,"Security Brokers, Dealers & Flotation Companies",DE,9,137,1015,2,SF,0
0002041610,Paramount Skydance Corp,4833,Television Broadcasting Stations,DE,0,8,145,2,PSKY,0
0000005513,Unum Group,6321,Accident & Health Insurance,DE,13,156,1002,2,UNM,0
0000868857,AECOM,8711,Services-Engineering Services,DE,13,166,1000,2,ACM,0
0001078642,CARREFOUR SA,0,,,0,0,13,2,CRRFY,0
0001279956,YARA INTERNATIONAL ASA,8880,American Depositary Receipts,,0,0,55,2,YARIY,0
0001015650,SK TELECOM CO LTD,4812,Radiotelephone Communications,,0,0,829,2,SKM,0
0001125376,"ENSIGN GROUP, INC",8051,Services-Skilled Nursing Care Facilities,,11,78,1000,2,ENSG,0
0001237831,GLOBUS MEDICAL INC,3841,Surgical & Medical Instruments & Apparatus,DE,13,124,748,2,GMED,0
0000927003,ADVANCED ENERGY INDUSTRIES INC,3679,"Electronic Components, NEC",DE,15,148,1003,2,AEIS,0
0001135951,DR REDDYS LABORATORIES LTD,2834,Pharmaceutical Preparations,K7,0,0,1001,1,RDY,0
0001174922,WYNN RESORTS LTD,7011,Hotels & Motels,,13,281,1001,2,WYNN,0
0000088205,"SPX Technologies, Inc.",3540,Metalworkg Machinery & Equipment,DE,13,144,1000,1,SPXC,0
0001579878,"Figma, Inc.",7372,Services-Prepackaged Software,DE,1,3,204,2,FIG,0
0001824920,"IonQ, Inc.",7373,Services-Computer Integrated Systems Design,DE,5,65,531,2,IONQ,0
0001616707,Wayfair Inc.,5961,Retail-Catalog & Mail-Order Houses,,7,78,1000,4,W,0
0000939767,"EXELIXIS, INC.",2836,"Biological Products, (No Diagnostic Substances)",DE,9,96,1001,1,EXEL,0
0000914208,Invesco Ltd.,6282,Investment Advice,D0,5,95,1001,2,IVZ,0
0000765880,"HEALTHPEAK PROPERTIES, INC.",6798,Real Estate Investment Trusts,MD,12,198,1002,2,DOC,0
0000769218,AEGON LTD.,6311,Life Insurance,D0,0,0,1000,2,AEG,0
0001048477,BIOMARIN PHARMACEUTICAL INC,2834,Pharmaceutical Preparations,DE,9,101,1004,1,BMRN,0
0001177609,"FIVE BELOW, INC",5331,Retail-Variety Stores,PA,12,112,1000,4,FIVE,0
0001599298,Summit Therapeutics Inc.,2834,Pharmaceutical Preparations,,6,111,526,1,SMMT,0
0002103884,"Compass Sub North, Inc.",0,,DE,0,0,1,2,CONE,0
0000801337,WEBSTER FINANCIAL CORP,6021,National Commercial Banks,DE,9,100,1000,2,WBS,0
0000764622,PINNACLE WEST CAPITAL CORP,4911,Electric Services,AZ,10,246,1000,2,PNW,0
0000320335,GLOBE LIFE INC.,6311,Life Insurance,DE,9,91,1026,2,GL,0
0001302215,"HOULIHAN LOKEY, INC.",6282,Investment Advice,,10,91,801,2,HLI,0
0000749251,GARTNER INC,8741,Services-Management Services,DE,5,36,1005,2,IT,0
0000874761,AES CORP,4991,Cogeneration Services & Small Power Producers,DE,14,166,1000,2,AES,0
0001944013,Crane Co,3490,Miscellaneous Fabricated Metal Products,DE,3,29,261,1,CR,0
0001883685,DraftKings Inc.,7990,Services-Miscellaneous Amusement & Recreation,NV,4,29,761,2,DKNG,0
0000906345,CAMDEN PROPERTY TRUST,6798,Real Estate Investment Trusts,TX,16,150,1000,2,CPT,0
0001469059,Capitec Bank Holdings Ltd / ADR,0,,,0,0,5,2,CKHGF,0
0001552275,Sunoco LP,2911,Petroleum Refining,OK,14,245,804,1,SUN,0
0001047127,"AMKOR TECHNOLOGY, INC.",3674,Semiconductors & Related Devices,DE,9,76,1010,2,AMKR,0
0000067347,MODINE MANUFACTURING CO,3714,Motor Vehicle Parts & Accessories,WI,13,147,1000,2,MOD,0
0000779152,JACK HENRY & ASSOCIATES INC,7373,Services-Computer Integrated Systems Design,DE,19,184,1003,2,JKHY,0
0000091419,J M SMUCKER Co,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",OH,12,138,1000,1,SJM,0
0000892450,KT CORP,4813,Telephone Communications (No Radiotelephone),,0,0,826,2,KT,0
0001786909,Sibanye Stillwater Ltd,1040,Gold and Silver Ores,T3,0,0,359,2,SBSW,0
0000317540,"Coca-Cola Consolidated, Inc.",2086,Bottled & Canned Soft Drinks & Carbonated Waters,DE,31,283,789,1,COKE,0
0001123452,SOUTHEAST AIRPORT GROUP,4581,"Airports, Flying Fields & Airport Terminal Services",,0,0,718,2,ASR,0
0000031791,"REVVITY, INC.",3826,Laboratory Analytical Instruments,MA,14,130,1001,2,RVTY,0
0001617640,"ZILLOW GROUP, INC.",7389,"Services-Business Services, NEC",WA,7,52,1000,2,ZG,0
0000030625,FLOWSERVE CORP,3561,Pumps & Pumping Equipment,NY,12,99,1000,1,FLS,0
0001599901,"Avidity Biosciences, Inc.",2834,Pharmaceutical Preparations,DE,6,81,527,1,RNA,0
0001856525,"Core & Main, Inc.",5099,"Wholesale-Durable Goods, NEC",DE,4,46,412,3,CNM,0
0001370946,Owens Corning,3290,"Abrasive, Asbestos & Misc Nonmetallic Mineral Prods",DE,6,57,1014,1,OC,1
0000089089,SERVICE CORP INTERNATIONAL,7200,Services-Personal Services,TX,12,140,1003,2,SCI,0
0000917273,RAMBUS INC,3674,Semiconductors & Related Devices,DE,16,180,1002,2,RMBS,0
0001341766,"Celsius Holdings, Inc.",2086,Bottled & Canned Soft Drinks & Carbonated Waters,NV,11,207,1000,1,CELH,0
0000010456,BAXTER INTERNATIONAL INC,3841,Surgical & Medical Instruments & Apparatus,DE,11,143,1000,2,BAX,0
0001157601,"MADRIGAL PHARMACEUTICALS, INC.",2834,Pharmaceutical Preparations,DE,17,169,1000,1,MDGL,0
0001618732,"Nutanix, Inc.",7372,Services-Prepackaged Software,DE,9,100,985,2,NTNX,0
0000096223,Jefferies Financial Group Inc.,6211,"Security Brokers, Dealers & Flotation Companies",NY,2,16,1001,2,JEF,0
0001019849,"PENSKE AUTOMOTIVE GROUP, INC.",5500,Retail-Auto Dealers & Gasoline Stations,DE,13,172,1000,4,PAG,0
0001513761,Norwegian Cruise Line Holdings Ltd.,4400,Water Transportation,D0,12,239,1000,2,NCLH,0
0001506293,"PINTEREST, INC.",7370,"Services-Computer Programming, Data Processing, Etc.",DE,7,64,1000,2,PINS,0
0001267238,"ASSURANT, INC.",6399,"Insurance Carriers, NEC",DE,12,163,1005,2,AIZ,0
0001308648,FIRST MAJESTIC SILVER CORP,1040,Gold and Silver Ores,A1,0,0,562,2,AG,0
0000078128,"Essential Utilities, Inc.",4941,Water Supply,PA,13,145,1001,2,WTRG,0
0000795403,WATTS WATER TECHNOLOGIES INC,3490,Miscellaneous Fabricated Metal Products,DE,13,115,1002,1,WTS,0
0001773383,"Dynatrace, Inc.",7372,Services-Prepackaged Software,DE,6,59,671,2,DT,0
0000775158,OSHKOSH CORP,3711,Motor Vehicles & Passenger Car Bodies,WI,6,56,1007,2,OSK,0
0000785161,Encompass Health Corp,8060,Services-Hospitals,DE,8,118,1000,2,EHC,0
0001699838,"Confluent, Inc.",7372,Services-Prepackaged Software,DE,5,33,723,2,CFLT,0
0002077146,"OBIC Co., Ltd./ADR",0,,M0,0,0,3,2,OBICY,0
0001528396,"Guidewire Software, Inc.",7372,Services-Prepackaged Software,DE,8,68,1004,2,GWRE,0
0000091142,SMITH A O CORP,3630,Household Appliances,DE,13,97,1014,2,AOS,0
0000704532,ONTO INNOVATION INC.,3829,"Measuring & Controlling Devices, NEC",DE,12,123,1000,2,ONTO,0
0001037540,"BXP, Inc.",6798,Real Estate Investment Trusts,DE,10,82,1009,2,BXP,0
0001943896,"Rubrik, Inc.",7372,Services-Prepackaged Software,DE,1,11,350,2,RBRK,0
0001545772,Brookfield Property Partners L.P.,6500,Real Estate,D0,0,0,542,2,BPYPP,0
0001451809,SITIME Corp,3674,Semiconductors & Related Devices,,7,51,929,2,SITM,0
0000912958,MILLICOM INTERNATIONAL CELLULAR SA,4812,Radiotelephone Communications,,0,0,676,2,TIGO,0
0001042046,AMERICAN FINANCIAL GROUP INC,6331,"Fire, Marine & Casualty Insurance",OH,11,126,1000,2,AFG,0
0002040127,Karman Holdings Inc.,3728,"Aircraft Parts & Auxiliary Equipment, NEC",DE,1,15,94,2,KRMN,0
0001326380,GameStop Corp.,5734,Retail-Computer & Computer Software Stores,DE,14,185,1001,4,GME,1
0001849253,"RYAN SPECIALTY HOLDINGS, INC.",6411,"Insurance Agents, Brokers & Service",DE,5,52,478,2,RYAN,0
0001767582,Luckin Coffee Inc.,5810,Retail-Eating & Drinking Places,E9,0,0,214,2,LKNCY,0
0001833756,"Leonardo DRS, Inc.",3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",DE,4,44,350,2,DRS,0
0001584509,Aramark,5812,Retail-Eating  Places,DE,7,81,1004,2,ARMK,0
0001289688,Jardine Cycle & Carriage Ltd.,8880,American Depositary Receipts,,0,0,7,2,JCYGY,0
0000109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,5080,"Wholesale-Machinery, Equipment & Supplies",OH,13,108,1009,3,AIT,0
0001849056,Oklo Inc.,4911,Electric Services,DE,4,27,331,2,OKLO,0
0001433270,ANTERO RESOURCES Corp,1311,Crude Petroleum & Natural Gas,,11,184,1000,2,AR,0
0001787425,XP Inc.,6211,"Security Brokers, Dealers & Flotation Companies",E9,0,0,265,2,XP,0
0001212545,WESTERN ALLIANCE BANCORPORATION,6022,State Commercial Banks,DE,9,128,1002,2,WAL,0
0000028917,"DILLARD'S, INC.",5311,Retail-Department Stores,TX,4,28,1004,4,DDS,0
0000764038,SouthState Bank Corp,6022,State Commercial Banks,FL,8,118,1008,2,SSB,0
0000039911,GAP INC,5651,Retail-Family Clothing Stores,DE,10,118,1010,4,GAP,0
0001034983,MINEBEA MITSUMI Inc.,3670,Electronic Components & Accessories,,0,0,95,2,MINBY,0
0002025410,"StandardAero, Inc.",3724,Aircraft Engines & Engine Parts,DE,1,15,141,2,SARO,0
0001177702,SAIA INC,4213,Trucking (No Local),DE,15,233,1000,2,SAIA,0
0001031308,BENTLEY SYSTEMS INC,7372,Services-Prepackaged Software,DE,5,60,817,2,BSY,0
0000802481,PILGRIMS PRIDE CORP,2015,Poultry Slaughtering and Processing,DE,23,386,1000,1,PPC,0
0001015328,WINTRUST FINANCIAL CORP,6022,State Commercial Banks,IL,8,96,1002,2,WTFC,0
0000067887,MOOG INC.,3590,Misc Industrial & Commercial Machinery & Equipment,NY,13,128,1001,1,MOG-A,0
0000880266,AGCO CORP /DE,3523,Farm Machinery & Equipment,DE,12,117,1000,1,AGCO,0
0000074260,OLD REPUBLIC INTERNATIONAL CORP,6351,Surety Insurance,DE,16,160,1000,2,ORI,0
0001801368,MP Materials Corp. / DE,1000,Metal Mining,DE,5,66,490,2,MP,0
0001232524,Jazz Pharmaceuticals plc,2834,Pharmaceutical Preparations,L2,9,118,1000,1,JAZZ,0
0001841666,APA Corp,1311,Crude Petroleum & Natural Gas,DE,4,55,753,2,APA,0
0000049600,EASTGROUP PROPERTIES INC,6798,Real Estate Investment Trusts,MD,18,140,1001,2,EGP,0
0000789570,MGM Resorts International,7011,Hotels & Motels,DE,7,113,1000,2,MGM,0
0001015820,QIAGEN N.V.,2836,"Biological Products, (No Diagnostic Substances)",P7,0,0,495,1,QGEN,0
0001131383,STANTEC INC,8711,Services-Engineering Services,,0,0,769,2,STN,0
0001956827,Abivax S.A.,2834,Pharmaceutical Preparations,I0,0,0,83,1,ABVX,0
0001838413,Full Truck Alliance Co. Ltd.,7372,Services-Prepackaged Software,E9,0,0,101,2,YMM,0
0000024545,MOLSON COORS BEVERAGE CO,2082,Malt Beverages,DE,11,116,1003,1,TAP,0
0002013003,Pro Medicus Ltd./ADR,0,,C3,0,0,2,2,PMDIY,0
0001623925,Antero Midstream Corp,4922,Natural Gas Transmission,,9,130,751,2,AM,0
0001717115,"Tempus AI, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",NV,1,17,372,2,TEM,0
0001922641,Enlight Renewable Energy Ltd.,4911,Electric Services,L3,0,0,121,2,ENLT,0
0001766502,"Chewy, Inc.",5961,Retail-Catalog & Mail-Order Houses,DE,6,63,666,4,CHWY,0
0002071668,Magnum Ice Cream Co N.V.,2024,Ice Cream & Frozen Desserts,P7,0,0,29,1,MICC,0
0001646972,"Albertsons Companies, Inc.",5411,Retail-Grocery Stores,DE,7,124,1001,4,ACI,0
0000350894,SEI INVESTMENTS CO,6211,"Security Brokers, Dealers & Flotation Companies",PA,13,101,1000,2,SEIC,0
0001372920,New Oriental Education & Technology Group Inc.,8200,Services-Educational Services,E9,0,0,413,2,EDU,0
0000927066,DAVITA INC.,8090,"Services-Misc Health & Allied Services, NEC",DE,11,127,1000,2,DVA,0
0001322422,Hudbay Minerals Inc.,1000,Metal Mining,,0,0,539,2,HBM,0
0000004457,U-Haul Holding Co /NV/,7510,Services-Auto Rental & Leasing (No Drivers),NV,32,195,969,2,UHAL,1
0001411207,Allison Transmission Holdings Inc,3714,Motor Vehicle Parts & Accessories,DE,7,56,1008,2,ALSN,0
0001048268,"IES Holdings, Inc.",1731,Electrical Work,DE,16,169,1002,2,IESC,0
0001632970,"American Healthcare REIT, Inc.",6798,Real Estate Investment Trusts,MD,10,199,783,2,AHR,0
0001819848,"Joby Aviation, Inc.",3721,Aircraft,DE,3,47,1001,2,JOBY,0
0000707179,OLD NATIONAL BANCORP /IN/,6021,National Commercial Banks,IN,6,104,1002,2,ONB,0
0000763901,"POPULAR, INC.",6022,State Commercial Banks,,7,93,1010,2,BPOP,0
0001443646,Booz Allen Hamilton Holding Corp,8742,Services-Management Consulting Services,DE,11,157,1000,2,BAH,0
0000737758,TORO CO,3524,Lawn & Garden Tractors & Home Lawn & Gardens Equip,MN,12,95,1011,1,TTC,0
0001726122,Sprott Physical Gold & Silver Trust,6221,Commodity Contracts Brokers & Dealers,A6,0,0,73,2,CEF,0
0000101382,UMB FINANCIAL CORP,6021,National Commercial Banks,MO,5,55,1004,2,UMBF,0
0001116942,TTM TECHNOLOGIES INC,3672,Printed Circuit Boards,DE,10,97,1006,2,TTMI,0
0001648512,Shimadzu Corporation/ADR,0,,M0,0,0,4,2,SHMXY,0
0001173382,CAE INC,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",,0,2,359,2,CAE,0
0000091388,SMITHFIELD FOODS INC,2011,Meat Packing Plants,VA,10,153,1000,1,SFD,0
0002083221,SPIE SA/ADR,0,,I0,0,0,1,2,SPIIY,0
0001915657,HF Sinclair Corp,4610,Pipe Lines (No Natural Gas),DE,3,106,429,2,DINO,0
0000831641,TETRA TECH INC,8711,Services-Engineering Services,DE,11,87,1020,2,TTEK,0
0001492691,Knight-Swift Transportation Holdings Inc.,4213,Trucking (No Local),,10,134,1000,2,KNX,0
0001588823,TFI International Inc.,4210,Trucking & Courier Services (No Air),A8,0,0,208,2,TFII,0
